,message,label
21066,necesito ayuda con mi nuevo se iPhone,0
94,      Customer Verified : yes,0
35912,I am having connection issues along with other members in my family. Is there a tower down ,0
19495,"My phone hasn’t been receiving cellular data when I’m not on Wi-Fi. I went to the sprint store about three weeks ago and they switched out my Sim card a bunch of times, they said that if this doesn’t fix it that it’s most likely a problem with the antenna in the phone.  this is a refurbished phone and I was wondering if we can arrange to get a new one. ",0
14124,Balance I f account,0
9937,I'd like to to cancel the insurance on DIGIT_REDACTION,0
22541,My phone suddenly says no Sim and won't make or accept any texts or calls,0
7463,"That is all. Thanky ou, Rachelle.",0
39164,Hello I need to remove my protection plan for phone number DIGIT_REDACTION,0
33381,I cant get my info to transfer to new phone,0
37343,Hellloooo,0
7941,"I have Insurance, I phone not working good now￼",0
21446,i would like to remove Sprint Complete,0
15282,Does Sprint offer STREET_ADDRESS. Louis?,0
26674,Tammy LAST_NAME,0
931,I was just wondering how much it would cost me to add on another line to my plan ?,0
14118,The phone (DIGIT_REDACTION should NOT have a protection plan. I got rid of all those months ago and it seems I'm still and have been paying it. Can we fix this and credit my account?,0
19171,"Hi there, I'm Anne! I'd be happy to help. May I please have your first and last name and the number for the ipad you are contacting us about today? Please include area code.",0
17947,Hi I would like to remove the insurance for my iPhone Xmax & 11 pro ,0
18657,"Hey Tech Expert, I have a question:",0
35528,I am trying to move my phone to new phone.,0
19082,"Hi, I believe my phone was stolen. I have the protection plan how do I go about getting it replaced?",0
18313,How do I get a new screen it broke,0
22350,How can I turn on my hot spot ,0
38137,No not at this time ,1
4314,What's my balance?,0
24466,I ordered a new phone online last month. When I went to pay the bill I noticed a charge for sprint. I didn't order and don't have it on any of my other lines.,0
30765,"Hey Tech Expert, I have a question:",0
41315,"Hi. Got the new phone need help setting it up. I don't have the phone with me, husband does.",0
1291,Hello,0
12984,"I'm trying to activate my loaner device
",0
23031,Hi! Can you help me get started with my new phone?,0
15664,"Hi, my name is Kanna. I was wondering how will I know if my employer discount application was accepted band confirmed. It said I would receive an email in 3 business day I believe",0
9449,Internet Connection issues,0
31035,my  bluetooth is not working and I am trying to connect my smartwatch to my phone and I cant find the watch to my phone. it is called v20 pro,0
22270,Trying to complete my new phone activation phone keeps disconnected,0
32443,Having issues making and receiving calls at my hime again ,0
24804,How do I do a back up ,0
13623,Trying to setup a account in my Sprint?,0
20621,Hello I need to remove Sprint complete from my line ,0
19586,I paid direct. My phone does not hve service ???,0
13402,"Hello, I am reaching out to remove Sprint Complete from my account.",0
22346,You as well ,1
39001,I’m disgusted and frustrated the Face ID quit working on my other line and I’m trying to rest the iCloud password ,0
16912,I need assistance setting up my account. ,0
11018,"thanks, will follow up, appreciate it",0
37907,I want my phone turned on,0
6286,"I work from home and I can receive calls but they don't come in cleary
This is not just my phone but all my phones that I have with you guys

None of my phones are working properly. ",0
20614,Hey ,0
2699,"Hi, I was told I have to chat with you all to cancel our $15.00/month warranty on 2 of our lines?",0
40572,How do retrieve my texts,0
21038,"Hello, 
I would like to remove my insurance plan. ",0
18492,I need my signal to be fixed now,0
12655,You as well,1
8492,How much is to file a claim for a lost device?,0
35322,I'm running only 3G on my phone if I'm not on Wi-Fi,0
32216,"I need to set up my replacement phone. It is am iphone. The other one was stonely and with the phone i got an replacement sims card
",0
40452,Why does my phone has no service?? ,0
25357,We need to take sprint complete off of 2 numbers,0
38114,Ive had trouble with this device pocket dialing 911 on its own on several occasions. It did this as recently as yesterday. Is there something i can do to stop this ? I am in my upgrade window time period.,0
30958,"Hello, I would like to remove Spring Complete from my phone service plan.",0
19161,How can I access Hulu which came free with my device,0
16167,"Hi there, if my screen is cracked on my iphone, will it be repaired for $29?",0
14813,Hello,0
25571,How to stop the steady noise on the blackberry key1,0
30883,Hello I want to cancel my insurance ,0
36902,Want to cancel insurance,0
27952,How do I get a proxy number ,0
20081,I have a question about my device ,0
31819,Online shopping ,0
24632,How do I back up my phone?,0
8524,Hello,0
12355,Hello. Can you remove the insurance form my cell the number is SSN5,0
9886,I would like to stop paying the $15/month for insurance,0
16416,"I’m having issues with my service and phone. I’ve made several calls and talked to several people, and no resolution. ",0
37012,"Hi, how do I go about canceling my insurance ",0
25553,Phone is taking too long to backup,0
11834,Hi how where so i take a laptop to get fix,0
9556,Good Afternoon my phone has reverted back to losing c,0
3764,How to prepare my phone to send for repair,0
13872,Caller id,0
32423,hello,0
37592,"Hey Tech Expert, I have a question:",0
27452,Cancel device protection ,0
18984,"Crack screen and cracked back
",0
35976,Are any of my phone's covered with insurance,0
18834,"My display and brightness keeps changing. I like it bright all the time
How to adjust ?",0
38317,Hello,0
13351,Why is my phone not ringing when someone calls?,0
8569,"My phones audio is not working. Cannot listen to calls, videos, or anything. Phone is glitchy as it freezes.",0
9702,"How do I cancel my protection plan
",0
32740,Does my 100gb Hotspot work on my tablet as well as my phone,0
23713,hello,0
40761,How do I back up my phone?,0
40954,I would like to port your phone number to an existing line that has a temporary number,0
31932,My phone ending in PIN_CODE is not letting me text or revive calls,0
27289,"Hello, I'd like to cancel the insurance on my apple watch",0
10358,Why do I have to double click every time I answer my phone,0
10303,How do I update The date on my credit card on. File?,0
33327,"Can I get an extension on my phone bill?
",0
37022,How to get my promo code for my Amazon Prime ,0
23800,Hello. I would like Sprint Complete removed from my account. I never agreed to having this on my phone so I would like this to be resolved so I am not charged on my current bill.,0
33081,Service center near me,0
37663,Hello,0
31300,Can I retrieved a picture that was deleted?,0
35485,"Free upgrade
",0
28377,"How I can activate my free account Hulu 
",0
364,Why can't I use the TNT mobile app?,0
13450,Yess my phone is broken ,0
9777,View txt log,0
9493,How do I record a conversation ,0
5861,I’d like to cancel my device insurance ,0
13997,You too ,1
2704,Do I need to pay extra for hotspot?,0
5511,"that would be all, Thank you so much!",0
23664,"Placed a claim, paid the claim fee, had overnight shipping on a loaner phone. Checked status cause its been 2 days and the loaner phone was shipped back to your company ",0
38613,Why wont sprint complete allow me to enroll my Galaxy S20 Ultra,0
